Years,Months,Dates,Hours,TotalHeating
2015,10,23,11,323.5
2015,10,23,12,302.5
2015,10,23,13,285.4
2015,10,23,14,276.2
2015,10,23,15,264.8
2015,10,23,16,260.1
2015,10,23,17,263.2
2015,10,23,18,280.6
2015,10,23,19,298.3
2015,10,23,20,301.9
2015,10,23,21,295.9
2015,10,23,22,290.5
2015,10,23,23,287.8
2015,10,24,0,284.6
2015,10,24,1,281.5
2015,10,24,2,279.5
2015,10,24,3,282.6
2015,10,24,4,285.5
2015,10,24,5,286
2015,10,24,6,288.1
2015,10,24,7,300.4
2015,10,24,8,314.9
2015,10,24,9,333.4
2015,10,24,10,352.2
2015,10,24,11,357.4
2015,10,24,12,350
2015,10,24,13,340.9
2015,10,24,14,332.4
2015,10,24,15,326.4
2015,10,24,16,324.2
2015,10,24,17,320.5
2015,10,24,18,323.3
2015,10,24,19,326.9
2015,10,24,20,320.1
2015,10,24,21,308.3
2015,10,24,22,299.7
2015,10,24,23,291.7
2015,10,25,0,285.8
2015,10,25,1,281.1
2015,10,25,2,551.3
2015,10,25,3,272.6
2015,10,25,4,282.3
2015,10,25,5,295.3
2015,10,25,6,309.8
2015,10,25,7,333
2015,10,25,8,359.6
2015,10,25,9,372.4
2015,10,25,10,361.1
2015,10,25,11,329
2015,10,25,12,308.2
2015,10,25,13,290.4
2015,10,25,14,290.5
2015,10,25,15,285.1
2015,10,25,16,282
2015,10,25,17,305.2
2015,10,25,18,333.5
2015,10,25,19,348.4
2015,10,25,20,350.4
2015,10,25,21,339.3
2015,10,25,22,335.8
2015,10,25,23,332.7
2015,10,26,0,327.8
2015,10,26,1,330.6
2015,10,26,2,334.2
2015,10,26,3,343.8
2015,10,26,4,348.8
2015,10,26,5,356.2
2015,10,26,6,385.4
2015,10,26,7,443.1
2015,10,26,8,465.9
2015,10,26,9,442.4
2015,10,26,10,384.8
2015,10,26,11,337.9
2015,10,26,12,306
2015,10,26,13,296
2015,10,26,14,284
2015,10,26,15,281.8
2015,10,26,16,289.1
2015,10,26,17,311.8
2015,10,26,18,339.8
2015,10,26,19,354.8
2015,10,26,20,347.6
2015,10,26,21,338
2015,10,26,22,326.3
2015,10,26,23,319.6
2015,10,27,0,313.3
2015,10,27,1,312.1
2015,10,27,2,314
2015,10,27,3,323.7
2015,10,27,4,331.6
2015,10,27,5,347.5
2015,10,27,6,380.8
2015,10,27,7,441.1
2015,10,27,8,466.1
2015,10,27,9,415.8
2015,10,27,10,332.8
2015,10,27,11,296.3
2015,10,27,12,279.5
2015,10,27,13,268.8
2015,10,27,14,280.7
2015,10,27,15,275.2
2015,10,27,16,287
2015,10,27,17,298.3
2015,10,27,18,313.2
2015,10,27,19,324.3
2015,10,27,20,312.7
2015,10,27,21,301
2015,10,27,22,292.4
2015,10,27,23,282.3
2015,10,28,0,277.8
2015,10,28,1,262
2015,10,28,2,267.7
2015,10,28,3,270.7
2015,10,28,4,275.2
2015,10,28,5,274.7
2015,10,28,6,285.9
2015,10,28,7,328.2
2015,10,28,8,345
2015,10,28,9,335.9
2015,10,28,10,319.6
2015,10,28,11,301.9
2015,10,28,12,280.9
2015,10,28,13,262.8
2015,10,28,14,260.9
2015,10,28,15,256.5
2015,10,28,16,260.2
2015,10,28,17,275.4
2015,10,28,18,293.1
2015,10,28,19,316.5
2015,10,28,20,318.7
2015,10,28,21,312
2015,10,28,22,307.9
2015,10,28,23,301.5
2015,10,29,0,289.8
2015,10,29,1,285.7
2015,10,29,2,287.5
2015,10,29,3,291.7
2015,10,29,4,296.6
2015,10,29,5,302.2
2015,10,29,6,326.6
2015,10,29,7,378.4
2015,10,29,8,385.1
2015,10,29,9,369.9
2015,10,29,10,351
2015,10,29,11,321.3
2015,10,29,12,313.2
2015,10,29,13,310.6
2015,10,29,14,313.3
2015,10,29,15,313.1
2015,10,29,16,313.2
2015,10,29,17,325.2
2015,10,29,18,336.1
2015,10,29,19,338.4
2015,10,29,20,327.8
2015,10,29,21,315
2015,10,29,22,309.4
2015,10,29,23,298.2
2015,10,30,0,288.1
2015,10,30,1,280.7
2015,10,30,2,279.7
2015,10,30,3,281.4
2015,10,30,4,287.9
2015,10,30,5,294.2
2015,10,30,6,322
2015,10,30,7,374.5
2015,10,30,8,391.1
2015,10,30,9,379.6
2015,10,30,10,366.6
2015,10,30,11,359
2015,10,30,12,349.8
2015,10,30,13,342.7
2015,10,30,14,348
2015,10,30,15,354.4
2015,10,30,16,342.5
2015,10,30,17,339.2
2015,10,30,18,338.3
2015,10,30,19,333.1
2015,10,30,20,327.8
2015,10,30,21,315
2015,10,30,22,308.2
2015,10,30,23,300.1
2015,10,31,0,297.7
2015,10,31,1,294.1
2015,10,31,2,292.8
2015,10,31,3,295.3
2015,10,31,4,301.5
2015,10,31,5,310
2015,10,31,6,316.8
2015,10,31,7,327.9
2015,10,31,8,346.7
2015,10,31,9,368.9
2015,10,31,10,369.8
2015,10,31,11,342.6
2015,10,31,12,333.6
2015,10,31,13,330.4
2015,10,31,14,306
2015,10,31,15,307.7
2015,10,31,16,314
2015,10,31,17,328.1
2015,10,31,18,342.8
2015,10,31,19,340.6
2015,10,31,20,345
2015,10,31,21,326.1
2015,10,31,22,326.3
2015,10,31,23,322.7
2015,11,1,0,321.9
2015,11,1,1,320.4
2015,11,1,2,323.5
2015,11,1,3,326.9
2015,11,1,4,325.9
2015,11,1,5,324.6
2015,11,1,6,328.1
2015,11,1,7,337.5
2015,11,1,8,350.4
2015,11,1,9,369
2015,11,1,10,378.3
2015,11,1,11,372.1
2015,11,1,12,358.8
2015,11,1,13,342.9
2015,11,1,14,333.8
2015,11,1,15,320.5
2015,11,1,16,317
2015,11,1,17,320.6
2015,11,1,18,331.5
2015,11,1,19,335.7
2015,11,1,20,331.9
2015,11,1,21,318.9
2015,11,1,22,309.7
2015,11,1,23,301.4
2015,11,2,0,287.8
2015,11,2,1,284.3
2015,11,2,2,282.1
2015,11,2,3,285.2
2015,11,2,4,290.5
2015,11,2,5,294.1
2015,11,2,6,322.4
2015,11,2,7,374.3
2015,11,2,8,386.8
2015,11,2,9,375.3
2015,11,2,10,365.8
2015,11,2,11,351.1
2015,11,2,12,339.1
2015,11,2,13,333.4
2015,11,2,14,328.7
2015,11,2,15,328.5
2015,11,2,16,331.1
2015,11,2,17,330.7
2015,11,2,18,336.3
2015,11,2,19,346.1
2015,11,2,20,337
2015,11,2,21,320.9
2015,11,2,22,316.2
2015,11,2,23,309.2
2015,11,3,0,296.3
2015,11,3,1,293.3
2015,11,3,2,295
2015,11,3,3,301.8
2015,11,3,4,307.7
2015,11,3,5,318
2015,11,3,6,343.4
2015,11,3,7,402.6
2015,11,3,8,421.7
2015,11,3,9,408.8
2015,11,3,10,398.7
2015,11,3,11,390.1
2015,11,3,12,374.4
2015,11,3,13,366.8
2015,11,3,14,363.8
2015,11,3,15,368.2
2015,11,3,16,372.6
2015,11,3,17,376.9
2015,11,3,18,379.8
2015,11,3,19,388.7
2015,11,3,20,380.1
2015,11,3,21,368
2015,11,3,22,357.9
2015,11,3,23,345.6
2015,11,4,0,331.4
2015,11,4,1,329
2015,11,4,2,330.9
2015,11,4,3,336.9
2015,11,4,4,345.4
2015,11,4,5,354.3
2015,11,4,6,383.1
2015,11,4,7,440.6
2015,11,4,8,466
2015,11,4,9,447.9
2015,11,4,10,426.5
2015,11,4,11,407.6
2015,11,4,12,392.2
2015,11,4,13,386.8
2015,11,4,14,379.5
2015,11,4,15,379.3
2015,11,4,16,387.8
2015,11,4,17,392.2
2015,11,4,18,395.3
2015,11,4,19,398.1
2015,11,4,20,389.9
2015,11,4,21,374
2015,11,4,22,360.1
2015,11,4,23,350.8
2015,11,5,0,332.9
2015,11,5,1,324.2
2015,11,5,2,325.6
2015,11,5,3,328.6
2015,11,5,4,329.9
2015,11,5,5,339.1
2015,11,5,6,361.3
2015,11,5,7,409.8
2015,11,5,8,425.7
2015,11,5,9,406.5
2015,11,5,10,390.7
2015,11,5,11,375.2
2015,11,5,12,365.7
2015,11,5,13,361.5
2015,11,5,14,353.9
2015,11,5,15,344.4
2015,11,5,16,342.6
2015,11,5,17,344.1
2015,11,5,18,348.9
2015,11,5,19,350.6
2015,11,5,20,342
2015,11,5,21,323.6
2015,11,5,22,315.6
2015,11,5,23,303.2
2015,11,6,0,291.5
2015,11,6,1,285
2015,11,6,2,282.6
2015,11,6,3,283.2
2015,11,6,4,283.4
2015,11,6,5,290.7
2015,11,6,6,313.1
2015,11,6,7,367.6
2015,11,6,8,386.2
2015,11,6,9,374.6
2015,11,6,10,362.8
2015,11,6,11,348.5
2015,11,6,12,339.9
2015,11,6,13,331.1
2015,11,6,14,325.4
2015,11,6,15,327.1
2015,11,6,16,330
2015,11,6,17,335.2
2015,11,6,18,333.9
2015,11,6,19,328.5
2015,11,6,20,320.5
2015,11,6,21,301.6
2015,11,6,22,286.8
2015,11,6,23,278.5
2015,11,7,0,269.5
2015,11,7,1,266.1
2015,11,7,2,265.1
2015,11,7,3,262.6
2015,11,7,4,263.7
2015,11,7,5,261
2015,11,7,6,266.5
2015,11,7,7,279.3
2015,11,7,8,292.8
2015,11,7,9,317.4
2015,11,7,10,322.3
2015,11,7,11,311.9
2015,11,7,12,299.2
2015,11,7,13,282.1
2015,11,7,14,288.4
2015,11,7,15,287.6
2015,11,7,16,284.5
2015,11,7,17,289.2
2015,11,7,18,292.9
2015,11,7,19,294.4
2015,11,7,20,278.8
2015,11,7,21,260.7
2015,11,7,22,253.6
2015,11,7,23,261.9
2015,11,8,0,262.7
2015,11,8,1,269.4
2015,11,8,2,275.4
2015,11,8,3,285.5
2015,11,8,4,292.6
2015,11,8,5,297.9
2015,11,8,6,310.3
2015,11,8,7,322.7
2015,11,8,8,340.2
2015,11,8,9,363.2
2015,11,8,10,360.4
2015,11,8,11,343.3
2015,11,8,12,320.6
2015,11,8,13,302.8
2015,11,8,14,280.8
2015,11,8,15,263.4
2015,11,8,16,299
2015,11,8,17,303.3
2015,11,8,18,287.5
2015,11,8,19,314
2015,11,8,20,318.9
2015,11,8,21,307.4
2015,11,8,22,298.7
2015,11,8,23,290
2015,11,9,0,277.1
2015,11,9,1,273.4
2015,11,9,2,275
2015,11,9,3,273
2015,11,9,4,274.7
2015,11,9,5,277.8
2015,11,9,6,312.9
2015,11,9,7,367.8
2015,11,9,8,395.3
2015,11,9,9,384.2
2015,11,9,10,361.9
2015,11,9,11,331.1
2015,11,9,12,326.3
2015,11,9,13,326.9
2015,11,9,14,333.3
2015,11,9,15,339.4
2015,11,9,16,346.1
2015,11,9,17,351
2015,11,9,18,351.9
2015,11,9,19,347.1
2015,11,9,20,334.8
2015,11,9,21,317.8
2015,11,9,22,304.5
2015,11,9,23,294
2015,11,10,0,284.3
2015,11,10,1,280.8
2015,11,10,2,275.1
2015,11,10,3,276.9
2015,11,10,4,275.1
2015,11,10,5,283
2015,11,10,6,298.2
2015,11,10,7,341.3
2015,11,10,8,354.4
2015,11,10,9,338.5
2015,11,10,10,321.9
2015,11,10,11,303.8
2015,11,10,12,296.6
2015,11,10,13,294.9
2015,11,10,14,292.2
2015,11,10,15,294.1
2015,11,10,16,296.8
2015,11,10,17,300
2015,11,10,18,306.4
2015,11,10,19,308.1
2015,11,10,20,301.6
2015,11,10,21,289
2015,11,10,22,276.8
2015,11,10,23,266.2
2015,11,11,0,253.8
2015,11,11,1,247.6
2015,11,11,2,245.8
2015,11,11,3,245.6
2015,11,11,4,246.6
2015,11,11,5,251.7
2015,11,11,6,275.4
2015,11,11,7,323.2
2015,11,11,8,335
2015,11,11,9,323
2015,11,11,10,310.1
2015,11,11,11,303.3
2015,11,11,12,296.4
2015,11,11,13,291.4
2015,11,11,14,296.8
2015,11,11,15,301.7
2015,11,11,16,306.7
2015,11,11,17,311.3
2015,11,11,18,312
2015,11,11,19,315.4
2015,11,11,20,304.2
2015,11,11,21,289.6
2015,11,11,22,281.6
2015,11,11,23,273.2
2015,11,12,0,260.6
2015,11,12,1,253.9
2015,11,12,2,250.4
2015,11,12,3,252.6
2015,11,12,4,255.6
2015,11,12,5,263.9
2015,11,12,6,292.1
2015,11,12,7,355.2
2015,11,12,8,375.7
2015,11,12,9,366.6
2015,11,12,10,341.8
2015,11,12,11,316.9
2015,11,12,12,296.1
2015,11,12,13,286.6
2015,11,12,14,275.9
2015,11,12,15,278.5
2015,11,12,16,288.1
2015,11,12,17,310.7
2015,11,12,18,326.4
2015,11,12,19,334.4
2015,11,12,20,334.7
2015,11,12,21,326.2
2015,11,12,22,316.9
2015,11,12,23,310.9
2015,11,13,0,293.6
2015,11,13,1,287.4
2015,11,13,2,281.1
2015,11,13,3,284.5
2015,11,13,4,287.5
2015,11,13,5,291.2
2015,11,13,6,313.6
2015,11,13,7,365.6
2015,11,13,8,381.3
2015,11,13,9,368.9
2015,11,13,10,355.8
2015,11,13,11,345.1
2015,11,13,12,337.4
2015,11,13,13,325.8
2015,11,13,14,308.7
2015,11,13,15,316.2
2015,11,13,16,324.5
2015,11,13,17,341.8
2015,11,13,18,352.1
2015,11,13,19,349.9
2015,11,13,20,353.6
2015,11,13,21,350.7
2015,11,13,22,354.3
2015,11,13,23,348.2
2015,11,14,0,350.5
2015,11,14,1,359.7
2015,11,14,2,355.2
2015,11,14,3,358.5
2015,11,14,4,362.5
2015,11,14,5,368.5
2015,11,14,6,377.6
2015,11,14,7,393.8
2015,11,14,8,415.5
2015,11,14,9,435.7
2015,11,14,10,449.5
2015,11,14,11,431.3
2015,11,14,12,402
2015,11,14,13,376.5
2015,11,14,14,368.8
2015,11,14,15,380.4
2015,11,14,16,396.5
2015,11,14,17,411.2
2015,11,14,18,418.1
2015,11,14,19,416.4
2015,11,14,20,409.4
2015,11,14,21,397.9
2015,11,14,22,389.2
2015,11,14,23,377.3
2015,11,15,0,377.7
2015,11,15,1,375.1
2015,11,15,2,375.3
2015,11,15,3,379.6
2015,11,15,4,385.1
2015,11,15,5,389.1
2015,11,15,6,399.3
2015,11,15,7,408.3
2015,11,15,8,420.3
2015,11,15,9,418.6
2015,11,15,10,418.6
2015,11,15,11,418.6
2015,11,15,12,418.6
2015,11,15,13,418.6
2015,11,15,14,418.6
2015,11,15,15,418.6
2015,11,15,16,418.6
2015,11,15,17,418.6
2015,11,15,18,418.6
2015,11,15,19,418.6
2015,11,15,20,418.6
2015,11,15,21,418.6
2015,11,15,22,418.6
2015,11,15,23,418.6
2015,11,16,0,418.6
2015,11,16,1,418.6
2015,11,16,2,418.6
2015,11,16,3,418.6
2015,11,16,4,418.6
2015,11,16,5,418.6
2015,11,16,6,418.6
2015,11,16,7,418.6
2015,11,16,8,418.6
2015,11,16,9,418.6
2015,11,16,10,417.1
2015,11,16,11,405.6
2015,11,16,12,394.8
2015,11,16,13,377.2
2015,11,16,14,364.8
2015,11,16,15,367.2
2015,11,16,16,377.3
2015,11,16,17,389.8
2015,11,16,18,401.2
2015,11,16,19,405.1
2015,11,16,20,403.5
2015,11,16,21,392.6
2015,11,16,22,390.2
2015,11,16,23,388.2
2015,11,17,0,378.2
2015,11,17,1,376.2
2015,11,17,2,377.7
2015,11,17,3,378.5
2015,11,17,4,383.2
2015,11,17,5,388.5
2015,11,17,6,413.2
2015,11,17,7,469.8
2015,11,17,8,493.7
2015,11,17,9,484.1
2015,11,17,10,456.5
2015,11,17,11,425.1
2015,11,17,12,426.8
2015,11,17,13,406.3
2015,11,17,14,389.3
2015,11,17,15,382.5
2015,11,17,16,388.5
2015,11,17,17,398.8
2015,11,17,18,402.5
2015,11,17,19,403.7
2015,11,17,20,400.6
2015,11,17,21,384.6
2015,11,17,22,367.8
2015,11,17,23,352.8
2015,11,18,0,334
2015,11,18,1,324.4
2015,11,18,2,316.6
2015,11,18,3,315.1
2015,11,18,4,319.7
2015,11,18,5,329.4
2015,11,18,6,374.3
2015,11,18,7,438
2015,11,18,8,467.6
2015,11,18,9,459.1
2015,11,18,10,440.6
2015,11,18,11,417.7
2015,11,18,12,383.9
2015,11,18,13,360.4
2015,11,18,14,360.1
2015,11,18,15,369.5
2015,11,18,16,371.1
2015,11,18,17,391.6
2015,11,18,18,395.8
2015,11,18,19,393.4
2015,11,18,20,386.4
2015,11,18,21,367
2015,11,18,22,352.7
2015,11,18,23,338.4
2015,11,19,0,328.4
2015,11,19,1,327.6
2015,11,19,2,330.4
2015,11,19,3,335.8
2015,11,19,4,343
2015,11,19,5,355.2
2015,11,19,6,389.2
2015,11,19,7,445.5
2015,11,19,8,462.9
2015,11,19,9,443
2015,11,19,10,426
2015,11,19,11,414.6
2015,11,19,12,385.5
2015,11,19,13,384.5
2015,11,19,14,390.6
2015,11,19,15,389
2015,11,19,16,398
2015,11,19,17,415.3
2015,11,19,18,422
2015,11,19,19,424.1
2015,11,19,20,424.4
2015,11,19,21,409.4
2015,11,19,22,399.5
2015,11,19,23,387
2015,11,20,0,367.3
2015,11,20,1,360.8
2015,11,20,2,357.2
2015,11,20,3,360.6
2015,11,20,4,367.7
2015,11,20,5,377.2
2015,11,20,6,402.4
2015,11,20,7,467.4
2015,11,20,8,493.8
2015,11,20,9,483.2
2015,11,20,10,468.3
2015,11,20,11,456.3
2015,11,20,12,445.4
2015,11,20,13,438.6
2015,11,20,14,423.7
2015,11,20,15,425.9
2015,11,20,16,435.5
2015,11,20,17,447.5
2015,11,20,18,453.1
2015,11,20,19,445.7
2015,11,20,20,447.4
2015,11,20,21,437
2015,11,20,22,426.7
2015,11,20,23,412.7
2015,11,21,0,408.8
2015,11,21,1,409.4
2015,11,21,2,411.5
2015,11,21,3,415.6
2015,11,21,4,420.9
2015,11,21,5,429.5
2015,11,21,6,443.6
2015,11,21,7,467.3
2015,11,21,8,488.2
2015,11,21,9,524.5
2015,11,21,10,548.3
2015,11,21,11,539.6
2015,11,21,12,500
2015,11,21,13,466.2
2015,11,21,14,456.8
2015,11,21,15,452.8
2015,11,21,16,467.4
2015,11,21,17,497.1
2015,11,21,18,508.9
2015,11,21,19,507.5
2015,11,21,20,506.5
2015,11,21,21,496.3
2015,11,21,22,490.5
2015,11,21,23,484.4
2015,11,22,0,482.5
2015,11,22,1,478.8
2015,11,22,2,479.4
2015,11,22,3,482.1
2015,11,22,4,484.7
2015,11,22,5,490.5
2015,11,22,6,504
2015,11,22,7,523.1
2015,11,22,8,556.6
2015,11,22,9,603
2015,11,22,10,624.9
2015,11,22,11,628.9
2015,11,22,12,627.2
2015,11,22,13,617.5
2015,11,22,14,600.7
2015,11,22,15,575.6
2015,11,22,16,568.6
2015,11,22,17,578.2
2015,11,22,18,578.5
2015,11,22,19,585.4
2015,11,22,20,583.9
2015,11,22,21,571.1
2015,11,22,22,572.2
2015,11,22,23,563.4
2015,11,23,0,554.8
2015,11,23,1,553.7
2015,11,23,2,564.9
2015,11,23,3,573.3
2015,11,23,4,585.7
2015,11,23,5,607.7
2015,11,23,6,636.4
2015,11,23,7,721.2
2015,11,23,8,760.1
2015,11,23,9,749.7
2015,11,23,10,703.2
2015,11,23,11,639.6
2015,11,23,12,616.8
2015,11,23,13,587.6
2015,11,23,14,581.1
2015,11,23,15,597.1
2015,11,23,16,615.7
2015,11,23,17,615.6
2015,11,23,18,608.5
2015,11,23,19,604.2
2015,11,23,20,589.9
2015,11,23,21,566.4
2015,11,23,22,550.8
2015,11,23,23,538.9
2015,11,24,0,521.4
2015,11,24,1,514.7
2015,11,24,2,511.5
2015,11,24,3,511.6
2015,11,24,4,515.2
2015,11,24,5,519.2
2015,11,24,6,540
2015,11,24,7,595.3
2015,11,24,8,611.7
2015,11,24,9,596.2
2015,11,24,10,580.2
2015,11,24,11,567.3
2015,11,24,12,565.4
2015,11,24,13,568.5
2015,11,24,14,571
2015,11,24,15,572.7
2015,11,24,16,580.5
2015,11,24,17,579.7
2015,11,24,18,566.3
2015,11,24,19,560.8
2015,11,24,20,553.4
2015,11,24,21,536.1
2015,11,24,22,518.6
2015,11,24,23,501.1
2015,11,25,0,479
2015,11,25,1,473.3
2015,11,25,2,473.2
2015,11,25,3,471.7
2015,11,25,4,475.9
2015,11,25,5,484.1
2015,11,25,6,508.7
2015,11,25,7,563
2015,11,25,8,579.9
2015,11,25,9,556.8
2015,11,25,10,532.8
2015,11,25,11,511.2
2015,11,25,12,486.2
2015,11,25,13,475.6
2015,11,25,14,452.4
2015,11,25,15,448.8
2015,11,25,16,470.4
2015,11,25,17,490
2015,11,25,18,497.2
2015,11,25,19,502.9
2015,11,25,20,499.5
2015,11,25,21,489.1
2015,11,25,22,473.7
2015,11,25,23,464.2
2015,11,26,0,454.5
2015,11,26,1,453
2015,11,26,2,463.4
2015,11,26,3,476.3
2015,11,26,4,488.1
2015,11,26,5,504.3
2015,11,26,6,541.8
2015,11,26,7,614.3
2015,11,26,8,640.5
2015,11,26,9,629.2
2015,11,26,10,601.2
2015,11,26,11,550.4
2015,11,26,12,512.4
2015,11,26,13,474.4
2015,11,26,14,462.4
2015,11,26,15,461.8
2015,11,26,16,486.6
2015,11,26,17,513.7
2015,11,26,18,519.3
2015,11,26,19,526.9
2015,11,26,20,523.4
2015,11,26,21,511.4
2015,11,26,22,500.6
2015,11,26,23,487.4
2015,11,27,0,467.6
2015,11,27,1,460.3
2015,11,27,2,455.7
2015,11,27,3,454.7
2015,11,27,4,456.8
2015,11,27,5,465.8
2015,11,27,6,486.9
2015,11,27,7,535.1
2015,11,27,8,555.7
2015,11,27,9,537.5
2015,11,27,10,518.1
2015,11,27,11,503.5
2015,11,27,12,493.6
2015,11,27,13,488
2015,11,27,14,477.3
2015,11,27,15,470.5
2015,11,27,16,474.8
2015,11,27,17,482.6
2015,11,27,18,480.6
2015,11,27,19,472.9
2015,11,27,20,461.2
2015,11,27,21,448
2015,11,27,22,438.8
2015,11,27,23,435.3
2015,11,28,0,430.3
2015,11,28,1,425.2
2015,11,28,2,423.8
2015,11,28,3,424.6
2015,11,28,4,426
2015,11,28,5,427.4
2015,11,28,6,437.3
2015,11,28,7,453.1
2015,11,28,8,476.6
2015,11,28,9,504.4
2015,11,28,10,516
2015,11,28,11,520.4
2015,11,28,12,508.7
2015,11,28,13,478.6
2015,11,28,14,442.7
2015,11,28,15,438.7
2015,11,28,16,466.6
2015,11,28,17,482.8
2015,11,28,18,490.2
2015,11,28,19,491.3
2015,11,28,20,483.2
2015,11,28,21,470.8
2015,11,28,22,456.2
2015,11,28,23,447.2
2015,11,29,0,438.5
2015,11,29,1,434.4
2015,11,29,2,441.3
2015,11,29,3,450.3
2015,11,29,4,450.4
2015,11,29,5,449.2
2015,11,29,6,453.5
2015,11,29,7,462.1
2015,11,29,8,475.8
2015,11,29,9,498.3
2015,11,29,10,522.8
2015,11,29,11,505
2015,11,29,12,498.5
2015,11,29,13,478.8
2015,11,29,14,447.1
2015,11,29,15,454.7
2015,11,29,16,458
2015,11,29,17,462.3
2015,11,29,18,460.2
2015,11,29,19,460.3
2015,11,29,20,449.7
2015,11,29,21,467
2015,11,29,22,463
2015,11,29,23,463
2015,11,30,0,463
2015,11,30,1,463
2015,11,30,2,463
2015,11,30,3,463
2015,11,30,4,463
2015,11,30,5,463
2015,11,30,6,507.1
2015,11,30,7,599.3
2015,11,30,8,610.2
2015,11,30,9,600.6
2015,11,30,10,591.3
2015,11,30,11,557.2
2015,11,30,12,527.4
2015,11,30,13,504.8
2015,11,30,14,490.5
2015,11,30,15,489.9
2015,11,30,16,516
2015,11,30,17,527.8
2015,11,30,18,527.2
2015,11,30,19,530.8
2015,11,30,20,534.4
2015,11,30,21,526.7
2015,11,30,22,515.4
2015,11,30,23,504.9
2015,12,1,0,484.6
2015,12,1,1,483.2
2015,12,1,2,495.7
2015,12,1,3,512.5
2015,12,1,4,516.8
2015,12,1,5,530.2
2015,12,1,6,557.9
2015,12,1,7,619.6
2015,12,1,8,645.4
2015,12,1,9,618.2
2015,12,1,10,592.4
2015,12,1,11,554.7
2015,12,1,12,532.7
2015,12,1,13,525
2015,12,1,14,506.6
2015,12,1,15,513
2015,12,1,16,518.8
2015,12,1,17,530.5
2015,12,1,18,534
2015,12,1,19,535.3
2015,12,1,20,529
2015,12,1,21,504.9
2015,12,1,22,490.3
2015,12,1,23,473.6
2015,12,2,0,457.3
2015,12,2,1,443.5
2015,12,2,2,444.3
2015,12,2,3,446.7
2015,12,2,4,449.9
2015,12,2,5,460.2
2015,12,2,6,481.4
2015,12,2,7,539.6
2015,12,2,8,548.8
2015,12,2,9,514.5
2015,12,2,10,485.4
2015,12,2,11,476
2015,12,2,12,465.3
2015,12,2,13,459.5
2015,12,2,14,447.5
2015,12,2,15,446.8
2015,12,2,16,446
2015,12,2,17,449.6
2015,12,2,18,442.9
2015,12,2,19,447
2015,12,2,20,434.2
2015,12,2,21,416.9
2015,12,2,22,402.3
2015,12,2,23,391.4
2015,12,3,0,372.9
2015,12,3,1,365.7
2015,12,3,2,361.2
2015,12,3,3,362.9
2015,12,3,4,365.1
2015,12,3,5,375.9
2015,12,3,6,402.4
2015,12,3,7,460.3
2015,12,3,8,476.2
2015,12,3,9,456
2015,12,3,10,438.6
2015,12,3,11,425.1
2015,12,3,12,413.8
2015,12,3,13,409.8
2015,12,3,14,410.8
2015,12,3,15,411.4
2015,12,3,16,414.2
2015,12,3,17,413.7
2015,12,3,18,409.6
2015,12,3,19,410.2
2015,12,3,20,404.7
2015,12,3,21,392.7
2015,12,3,22,383.9
2015,12,3,23,375.3
2015,12,4,0,361.7
2015,12,4,1,356.1
2015,12,4,2,361.3
2015,12,4,3,366.2
2015,12,4,4,374.1
2015,12,4,5,391.2
2015,12,4,6,428.1
2015,12,4,7,503.3
2015,12,4,8,516.8
2015,12,4,9,486.8
2015,12,4,10,472.4
2015,12,4,11,458.1
2015,12,4,12,437.2
2015,12,4,13,433.6
2015,12,4,14,431.5
2015,12,4,15,431.8
2015,12,4,16,442
2015,12,4,17,456
2015,12,4,18,453.1
2015,12,4,19,447
2015,12,4,20,436.8
2015,12,4,21,420.8
2015,12,4,22,411.2
2015,12,4,23,397.5
2015,12,5,0,383.6
2015,12,5,1,373.8
2015,12,5,2,368.1
2015,12,5,3,366.3
2015,12,5,4,363.8
2015,12,5,5,368.6
2015,12,5,6,374
2015,12,5,7,389.8
2015,12,5,8,406.6
2015,12,5,9,429.7
2015,12,5,10,441.6
2015,12,5,11,448.2
2015,12,5,12,439.5
2015,12,5,13,430.6
2015,12,5,14,422.8
2015,12,5,15,414
2015,12,5,16,412
2015,12,5,17,414.2
2015,12,5,18,412.4
2015,12,5,19,411.6
2015,12,5,20,404.8
2015,12,5,21,388.1
2015,12,5,22,375.9
2015,12,5,23,366.3
2015,12,6,0,362.3
2015,12,6,1,357.9
2015,12,6,2,358.2
2015,12,6,3,355.1
2015,12,6,4,357.5
2015,12,6,5,357.2
2015,12,6,6,364.4
2015,12,6,7,374.8
2015,12,6,8,384.4
2015,12,6,9,403.1
2015,12,6,10,419.5
2015,12,6,11,423.7
2015,12,6,12,417.7
2015,12,6,13,410.5
2015,12,6,14,404.1
2015,12,6,15,393.9
2015,12,6,16,384.2
2015,12,6,17,380.5
2015,12,6,18,393.1
2015,12,6,19,419.5
2015,12,6,20,424.4
2015,12,6,21,415.2
2015,12,6,22,409.9
2015,12,6,23,400.5
2015,12,7,0,393.7
2015,12,7,1,391.2
2015,12,7,2,394.3
2015,12,7,3,405.1
2015,12,7,4,417.4
2015,12,7,5,439.1
2015,12,7,6,473.9
2015,12,7,7,536.7
2015,12,7,8,557.5
2015,12,7,9,542.9
2015,12,7,10,527.3
2015,12,7,11,502
2015,12,7,12,463.4
2015,12,7,13,448.1
2015,12,7,14,454.6
2015,12,7,15,456
2015,12,7,16,459.5
2015,12,7,17,480.4
2015,12,7,18,487.3
2015,12,7,19,490.7
2015,12,7,20,487.7
2015,12,7,21,470.8
