Years,Months,Dates,Hours,TotalHeating
2014,7,4,20,124.9
2014,7,4,21,124.3
2014,7,4,22,123.3
2014,7,4,23,122.5
2014,7,5,0,122.8
2014,7,5,1,117.2
2014,7,5,2,115.7
2014,7,5,3,115.1
2014,7,5,4,113
2014,7,5,5,112.7
2014,7,5,6,112.5
2014,7,5,7,113.5
2014,7,5,8,116.3
2014,7,5,9,125.7
2014,7,5,10,127.9
2014,7,5,11,131
2014,7,5,12,128.1
2014,7,5,13,127.2
2014,7,5,14,123.2
2014,7,5,15,121.9
2014,7,5,16,122.3
2014,7,5,17,121.7
2014,7,5,18,120.2
2014,7,5,19,120.8
2014,7,5,20,122.1
2014,7,5,21,121.7
2014,7,5,22,119.5
2014,7,5,23,117.3
2014,7,6,0,114.6
2014,7,6,1,112.2
2014,7,6,2,111.9
2014,7,6,3,109.9
2014,7,6,4,108.1
2014,7,6,5,107.3
2014,7,6,6,105
2014,7,6,7,107.7
2014,7,6,8,111
2014,7,6,9,118.7
2014,7,6,10,122.2
2014,7,6,11,123.8
2014,7,6,12,123.7
2014,7,6,13,122.2
2014,7,6,14,119.9
2014,7,6,15,117.8
2014,7,6,16,118
2014,7,6,17,115.9
2014,7,6,18,117.3
2014,7,6,19,119.9
2014,7,6,20,123
2014,7,6,21,118.5
2014,7,6,22,117.4
2014,7,6,23,119.9
2014,7,7,0,116.9
2014,7,7,1,112.9
2014,7,7,2,110.6
2014,7,7,3,110.8
2014,7,7,4,108.4
2014,7,7,5,106.4
2014,7,7,6,110.5
2014,7,7,7,119.4
2014,7,7,8,122.7
2014,7,7,9,123.4
2014,7,7,10,123.3
2014,7,7,11,126.6
2014,7,7,12,122.3
2014,7,7,13,120.7
2014,7,7,14,124.6
2014,7,7,15,122.4
2014,7,7,16,123.2
2014,7,7,17,122.2
2014,7,7,18,122.9
2014,7,7,19,128.2
2014,7,7,20,125.7
2014,7,7,21,121.3
2014,7,7,22,121.7
2014,7,7,23,121
2014,7,8,0,117.9
2014,7,8,1,116.7
2014,7,8,2,116.8
2014,7,8,3,116.1
2014,7,8,4,119.7
2014,7,8,5,119.8
2014,7,8,6,123.4
2014,7,8,7,130.3
2014,7,8,8,135.4
2014,7,8,9,132.7
2014,7,8,10,127
2014,7,8,11,126.3
2014,7,8,12,126.4
2014,7,8,13,127.1
2014,7,8,14,128.1
2014,7,8,15,124.2
2014,7,8,16,122.8
2014,7,8,17,124.4
2014,7,8,18,124
2014,7,8,19,125.2
2014,7,8,20,121.6
2014,7,8,21,118.7
2014,7,8,22,119
2014,7,8,23,112.5
2014,7,9,0,113.6
2014,7,9,1,113.8
2014,7,9,2,111.9
2014,7,9,3,110.8
2014,7,9,4,112.2
2014,7,9,5,110.5
2014,7,9,6,108.4
2014,7,9,7,113.7
2014,7,9,8,119.7
2014,7,9,9,117.5
2014,7,9,10,117.9
2014,7,9,11,116.4
2014,7,9,12,118.6
2014,7,9,13,121.8
2014,7,9,14,121.8
2014,7,9,15,117
2014,7,9,16,117.4
2014,7,9,17,115.6
2014,7,9,18,116.1
2014,7,9,19,117.8
2014,7,9,20,114.9
2014,7,9,21,113.8
2014,7,9,22,111.4
2014,7,9,23,112.4
2014,7,10,0,113.4
2014,7,10,1,110.9
2014,7,10,2,108.5
2014,7,10,3,107.7
2014,7,10,4,108.4
2014,7,10,5,106.9
2014,7,10,6,106.2
2014,7,10,7,107.7
2014,7,10,8,110.1
2014,7,10,9,109.3
2014,7,10,10,110.1
2014,7,10,11,107.3
2014,7,10,12,107.4
2014,7,10,13,111
2014,7,10,14,110.8
2014,7,10,15,112
2014,7,10,16,111.2
2014,7,10,17,112.4
2014,7,10,18,114.2
2014,7,10,19,114.9
2014,7,10,20,111.6
2014,7,10,21,110.3
2014,7,10,22,106.2
2014,7,10,23,105.8
2014,7,11,0,103.5
2014,7,11,1,102
2014,7,11,2,101.3
2014,7,11,3,101.9
2014,7,11,4,103.3
2014,7,11,5,101.7
2014,7,11,6,102.1
2014,7,11,7,106.8
2014,7,11,8,108.2
2014,7,11,9,109.5
2014,7,11,10,107.3
2014,7,11,11,106.2
2014,7,11,12,108.2
2014,7,11,13,113
2014,7,11,14,109.8
2014,7,11,15,109.3
2014,7,11,16,109.3
2014,7,11,17,109.2
2014,7,11,18,109.5
2014,7,11,19,109.8
2014,7,11,20,105.3
2014,7,11,21,105.7
2014,7,11,22,104.3
2014,7,11,23,103.5
2014,7,12,0,104.9
2014,7,12,1,104.3
2014,7,12,2,103.2
2014,7,12,3,102.6
2014,7,12,4,102.3
2014,7,12,5,103.1
2014,7,12,6,100.4
2014,7,12,7,99
2014,7,12,8,101.1
2014,7,12,9,106.5
2014,7,12,10,111.4
2014,7,12,11,111.6
2014,7,12,12,111.1
2014,7,12,13,113.9
2014,7,12,14,111.4
2014,7,12,15,113.9
2014,7,12,16,111
2014,7,12,17,109.4
2014,7,12,18,111.6
2014,7,12,19,112.9
2014,7,12,20,109.6
2014,7,12,21,108.8
2014,7,12,22,107.8
2014,7,12,23,104.7
2014,7,13,0,104.6
2014,7,13,1,105.3
2014,7,13,2,104.3
2014,7,13,3,104
2014,7,13,4,104.8
2014,7,13,5,102.9
2014,7,13,6,100.8
2014,7,13,7,100.3
2014,7,13,8,104.8
2014,7,13,9,109.7
2014,7,13,10,116.4
2014,7,13,11,119.8
2014,7,13,12,122.2
2014,7,13,13,122.2
2014,7,13,14,123.8
2014,7,13,15,122.3
2014,7,13,16,120.4
2014,7,13,17,119.1
2014,7,13,18,120.3
2014,7,13,19,122.1
2014,7,13,20,123
2014,7,13,21,119.6
2014,7,13,22,115.4
2014,7,13,23,114.2
2014,7,14,0,113.6
2014,7,14,1,114.9
2014,7,14,2,112.6
2014,7,14,3,114.7
2014,7,14,4,115.2
2014,7,14,5,112.1
2014,7,14,6,114.3
2014,7,14,7,118.4
2014,7,14,8,120.7
2014,7,14,9,122.1
2014,7,14,10,127
2014,7,14,11,126.2
2014,7,14,12,126.4
2014,7,14,13,126.9
2014,7,14,14,128.3
2014,7,14,15,126.9
2014,7,14,16,125.5
2014,7,14,17,124.4
2014,7,14,18,122.8
2014,7,14,19,124.1
2014,7,14,20,121.6
2014,7,14,21,117.2
2014,7,14,22,115.8
2014,7,14,23,117.1
2014,7,15,0,117
2014,7,15,1,116.9
2014,7,15,2,116.2
2014,7,15,3,117.2
2014,7,15,4,115.5
2014,7,15,5,116.6
2014,7,15,6,118
2014,7,15,7,123.3
2014,7,15,8,125.4
2014,7,15,9,125.4
2014,7,15,10,125
2014,7,15,11,123.4
2014,7,15,12,122.8
2014,7,15,13,126.2
2014,7,15,14,122.9
2014,7,15,15,123.8
2014,7,15,16,125
2014,7,15,17,126.2
2014,7,15,18,124.2
2014,7,15,19,127
2014,7,15,20,122.4
2014,7,15,21,122.1
2014,7,15,22,121
2014,7,15,23,122.3
2014,7,16,0,125
2014,7,16,1,122.4
2014,7,16,2,123
2014,7,16,3,125.5
2014,7,16,4,125.6
2014,7,16,5,127.4
2014,7,16,6,132.2
2014,7,16,7,136.1
2014,7,16,8,139.7
2014,7,16,9,138.1
2014,7,16,10,136.1
2014,7,16,11,133.6
2014,7,16,12,130.3
2014,7,16,13,131.2
2014,7,16,14,129.2
2014,7,16,15,127.1
2014,7,16,16,124.5
2014,7,16,17,124.2
2014,7,16,18,124.2
2014,7,16,19,125.4
2014,7,16,20,127.1
2014,7,16,21,123.6
2014,7,16,22,124.6
2014,7,16,23,127
2014,7,17,0,124.2
2014,7,17,1,122.5
2014,7,17,2,120.8
2014,7,17,3,124.5
2014,7,17,4,124.7
2014,7,17,5,126.3
2014,7,17,6,131.8
2014,7,17,7,135.5
2014,7,17,8,137.4
2014,7,17,9,134.6
2014,7,17,10,132.8
2014,7,17,11,131.7
2014,7,17,12,127.9
2014,7,17,13,126
2014,7,17,14,125.8
2014,7,17,15,122.1
2014,7,17,16,121.9
2014,7,17,17,118.5
2014,7,17,18,120.9
2014,7,17,19,121.8
2014,7,17,20,119.9
2014,7,17,21,119.1
2014,7,17,22,117.3
2014,7,17,23,117
2014,7,18,0,117.2
2014,7,18,1,114.5
2014,7,18,2,114
2014,7,18,3,113.8
2014,7,18,4,114.9
2014,7,18,5,114
2014,7,18,6,114.3
2014,7,18,7,122.4
2014,7,18,8,124.7
2014,7,18,9,124.7
2014,7,18,10,124.7
2014,7,18,11,124.7
2014,7,18,12,122.4
2014,7,18,13,121.3
2014,7,18,14,119.7
2014,7,18,15,119.4
2014,7,18,16,117.2
2014,7,18,17,117.1
2014,7,18,18,116.7
2014,7,18,19,116
2014,7,18,20,117
2014,7,18,21,113.1
2014,7,18,22,113.6
2014,7,18,23,114.6
2014,7,19,0,112.8
2014,7,19,1,111.1
2014,7,19,2,110.8
2014,7,19,3,108.7
2014,7,19,4,106.3
2014,7,19,5,108.3
2014,7,19,6,104.7
2014,7,19,7,104.1
2014,7,19,8,107
2014,7,19,9,116.4
2014,7,19,10,118.4
2014,7,19,11,119.8
2014,7,19,12,117.9
2014,7,19,13,117.4
2014,7,19,14,117.6
2014,7,19,15,112.4
2014,7,19,16,110.9
2014,7,19,17,111.8
2014,7,19,18,111.2
2014,7,19,19,112.1
2014,7,19,20,112.1
2014,7,19,21,110.2
2014,7,19,22,107.4
2014,7,19,23,109.2
2014,7,20,0,108.4
2014,7,20,1,105.4
2014,7,20,2,106
2014,7,20,3,104.8
2014,7,20,4,102.9
2014,7,20,5,103.1
2014,7,20,6,100.4
2014,7,20,7,98.9
2014,7,20,8,101.7
2014,7,20,9,107.5
2014,7,20,10,109.6
2014,7,20,11,113
2014,7,20,12,111
2014,7,20,13,111.7
2014,7,20,14,112.8
2014,7,20,15,109.7
2014,7,20,16,110.5
2014,7,20,17,109.6
2014,7,20,18,110
2014,7,20,19,112.9
2014,7,20,20,112.2
2014,7,20,21,109.2
2014,7,20,22,106.4
2014,7,20,23,107.3
2014,7,21,0,105.5
2014,7,21,1,102.4
2014,7,21,2,103.8
2014,7,21,3,101.3
2014,7,21,4,100.6
2014,7,21,5,100.5
2014,7,21,6,100.8
2014,7,21,7,103.5
2014,7,21,8,106.6
2014,7,21,9,110.1
2014,7,21,10,109.6
2014,7,21,11,110.6
2014,7,21,12,110.2
2014,7,21,13,111.6
2014,7,21,14,110.9
2014,7,21,15,108.5
2014,7,21,16,107.9
2014,7,21,17,107
2014,7,21,18,110.4
2014,7,21,19,109.6
2014,7,21,20,109.8
2014,7,21,21,106.7
2014,7,21,22,107.6
2014,7,21,23,106.7
2014,7,22,0,105.2
2014,7,22,1,102.2
2014,7,22,2,101.2
2014,7,22,3,102.8
2014,7,22,4,103
2014,7,22,5,102.4
2014,7,22,6,102.6
2014,7,22,7,103.2
2014,7,22,8,105
2014,7,22,9,108.4
2014,7,22,10,107.6
2014,7,22,11,105.5
2014,7,22,12,105.8
2014,7,22,13,104.7
2014,7,22,14,104.5
2014,7,22,15,106.8
2014,7,22,16,103.9
2014,7,22,17,104.7
2014,7,22,18,103.1
2014,7,22,19,108.1
2014,7,22,20,105.2
2014,7,22,21,103.5
2014,7,22,22,104.8
2014,7,22,23,101.1
2014,7,23,0,101
2014,7,23,1,100.3
2014,7,23,2,97.3
2014,7,23,3,98.4
2014,7,23,4,97.6
2014,7,23,5,98.6
2014,7,23,6,96.8
2014,7,23,7,99.6
2014,7,23,8,104.7
2014,7,23,9,103.6
2014,7,23,10,105
2014,7,23,11,105.1
2014,7,23,12,104.1
2014,7,23,13,102.5
2014,7,23,14,104.3
2014,7,23,15,103.3
2014,7,23,16,102.7
2014,7,23,17,104.7
2014,7,23,18,103.5
2014,7,23,19,106
2014,7,23,20,105.5
2014,7,23,21,102.5
2014,7,23,22,102.9
2014,7,23,23,102.7
2014,7,24,0,100.5
2014,7,24,1,99.1
2014,7,24,2,102
2014,7,24,3,101.4
2014,7,24,4,100.9
2014,7,24,5,99.2
2014,7,24,6,100.5
2014,7,24,7,100
2014,7,24,8,101.1
2014,7,24,9,104.2
2014,7,24,10,101.2
2014,7,24,11,100
2014,7,24,12,100.1
2014,7,24,13,101.4
2014,7,24,14,99.8
2014,7,24,15,101.4
2014,7,24,16,102.3
2014,7,24,17,100.2
2014,7,24,18,100.2
2014,7,24,19,103.9
2014,7,24,20,101.9
2014,7,24,21,100.1
2014,7,24,22,99.4
2014,7,24,23,98.7
2014,7,25,0,98.4
2014,7,25,1,97.6
2014,7,25,2,97.6
2014,7,25,3,97.1
2014,7,25,4,97.3
2014,7,25,5,98.1
2014,7,25,6,96.9
2014,7,25,7,97.4
2014,7,25,8,97.9
2014,7,25,9,102.9
2014,7,25,10,102
2014,7,25,11,101.2
2014,7,25,12,102.5
2014,7,25,13,104
2014,7,25,14,103.1
2014,7,25,15,101.3
2014,7,25,16,101.6
2014,7,25,17,101.1
2014,7,25,18,105.2
2014,7,25,19,102.9
2014,7,25,20,102.9
2014,7,25,21,100.3
2014,7,25,22,100.4
2014,7,25,23,98.3
2014,7,26,0,97.2
2014,7,26,1,97.9
2014,7,26,2,96.2
2014,7,26,3,96.5
2014,7,26,4,96.2
2014,7,26,5,95.5
2014,7,26,6,92.2
2014,7,26,7,91.3
2014,7,26,8,95.4
2014,7,26,9,97.3
2014,7,26,10,99.9
2014,7,26,11,101.9
2014,7,26,12,103.1
2014,7,26,13,104
2014,7,26,14,103.6
2014,7,26,15,102.2
2014,7,26,16,100.7
2014,7,26,17,100
2014,7,26,18,102.1
2014,7,26,19,101.8
2014,7,26,20,102.1
2014,7,26,21,101.2
2014,7,26,22,98.4
2014,7,26,23,98.3
2014,7,27,0,99.6
2014,7,27,1,98.8
2014,7,27,2,96.4
2014,7,27,3,94.2
2014,7,27,4,94.5
2014,7,27,5,91.8
2014,7,27,6,92.7
2014,7,27,7,91.7
2014,7,27,8,93.2
2014,7,27,9,95.6
2014,7,27,10,98.2
2014,7,27,11,100.8
2014,7,27,12,100
2014,7,27,13,101.5
2014,7,27,14,103.8
2014,7,27,15,101.6
2014,7,27,16,102.2
2014,7,27,17,102.3
2014,7,27,18,100.9
2014,7,27,19,102.9
2014,7,27,20,103.9
2014,7,27,21,101.2
2014,7,27,22,99.9
2014,7,27,23,100.6
2014,7,28,0,99.2
2014,7,28,1,100.1
2014,7,28,2,100.3
2014,7,28,3,97.4
2014,7,28,4,95.7
2014,7,28,5,97.3
2014,7,28,6,97.6
2014,7,28,7,101
2014,7,28,8,101.8
2014,7,28,9,103.2
2014,7,28,10,102.2
2014,7,28,11,102.1
2014,7,28,12,104.2
2014,7,28,13,103
2014,7,28,14,102.3
2014,7,28,15,102.2
2014,7,28,16,101.3
2014,7,28,17,100.4
2014,7,28,18,103.1
2014,7,28,19,105.4
2014,7,28,20,104.5
2014,7,28,21,101.5
2014,7,28,22,101.9
2014,7,28,23,97.8
2014,7,29,0,98.2
2014,7,29,1,99.6
2014,7,29,2,98.4
2014,7,29,3,98.1
2014,7,29,4,98.1
2014,7,29,5,97.8
2014,7,29,6,96.8
2014,7,29,7,102.8
2014,7,29,8,104.6
2014,7,29,9,104.3
2014,7,29,10,104.1
2014,7,29,11,102.7
2014,7,29,12,100.5
2014,7,29,13,101.3
2014,7,29,14,100.4
2014,7,29,15,101.6
2014,7,29,16,99.7
2014,7,29,17,99.4
2014,7,29,18,102.1
2014,7,29,19,103.6
2014,7,29,20,104.4
2014,7,29,21,103.4
2014,7,29,22,100.9
2014,7,29,23,99.2
2014,7,30,0,99.3
2014,7,30,1,94.2
2014,7,30,2,97
2014,7,30,3,100.4
2014,7,30,4,99.4
2014,7,30,5,99.1
2014,7,30,6,99.8
2014,7,30,7,103.5
2014,7,30,8,105.5
2014,7,30,9,105.3
2014,7,30,10,105.9
2014,7,30,11,102.9
2014,7,30,12,102.9
2014,7,30,13,101.7
2014,7,30,14,101.5
2014,7,30,15,102.2
2014,7,30,16,101.5
2014,7,30,17,104.2
2014,7,30,18,103.7
2014,7,30,19,106.5
2014,7,30,20,105.9
2014,7,30,21,103.1
2014,7,30,22,101.5
2014,7,30,23,102.4
2014,7,31,0,100.1
2014,7,31,1,99.8
2014,7,31,2,100.4
2014,7,31,3,101
2014,7,31,4,102.5
2014,7,31,5,100.7
2014,7,31,6,104.1
2014,7,31,7,106.2
2014,7,31,8,110.4
2014,7,31,9,109.8
2014,7,31,10,109.1
2014,7,31,11,107.8
2014,7,31,12,106.3
2014,7,31,13,107.7
2014,7,31,14,107.8
2014,7,31,15,107
2014,7,31,16,104.6
2014,7,31,17,104.4
2014,7,31,18,106.3
2014,7,31,19,108.1
2014,7,31,20,107.4
2014,7,31,21,106.2
2014,7,31,22,104.4
2014,7,31,23,104
2014,8,1,0,103.9
2014,8,1,1,100.1
2014,8,1,2,98.3
2014,8,1,3,101.9
2014,8,1,4,100.2
2014,8,1,5,99.3
2014,8,1,6,104
2014,8,1,7,105.3
2014,8,1,8,109
2014,8,1,9,111.7
2014,8,1,10,107.6
2014,8,1,11,107.6
2014,8,1,12,107.9
2014,8,1,13,108.1
2014,8,1,14,108
2014,8,1,15,108.8
2014,8,1,16,107.1
2014,8,1,17,106.2
2014,8,1,18,106.3
2014,8,1,19,107.6
2014,8,1,20,105.9
2014,8,1,21,106.3
2014,8,1,22,102.8
2014,8,1,23,101.4
2014,8,2,0,101.9
2014,8,2,1,100.1
2014,8,2,2,98.6
2014,8,2,3,97.5
2014,8,2,4,98.1
2014,8,2,5,97.4
2014,8,2,6,94.5
2014,8,2,7,94.1
2014,8,2,8,98
2014,8,2,9,102.6
2014,8,2,10,106.4
2014,8,2,11,106.8
2014,8,2,12,107.2
2014,8,2,13,109.3
2014,8,2,14,107.1
2014,8,2,15,105
2014,8,2,16,104.7
2014,8,2,17,103.6
2014,8,2,18,103.6
2014,8,2,19,106.2
2014,8,2,20,107.5
2014,8,2,21,104.2
2014,8,2,22,103.9
2014,8,2,23,101.6
2014,8,3,0,102
2014,8,3,1,99.1
2014,8,3,2,99.1
2014,8,3,3,96.3
2014,8,3,4,96.6
2014,8,3,5,94.3
2014,8,3,6,93.7
2014,8,3,7,90.5
2014,8,3,8,94
2014,8,3,9,97.7
2014,8,3,10,100.7
2014,8,3,11,103.7
2014,8,3,12,105.1
2014,8,3,13,107.1
2014,8,3,14,107.7
2014,8,3,15,109.8
2014,8,3,16,105.6
2014,8,3,17,104
2014,8,3,18,105.4
2014,8,3,19,111
2014,8,3,20,112.9
2014,8,3,21,109.4
2014,8,3,22,104.5
2014,8,3,23,104.1
2014,8,4,0,103.4
2014,8,4,1,97.1
2014,8,4,2,97.1
2014,8,4,3,100.2
2014,8,4,4,98.6
2014,8,4,5,97.7
2014,8,4,6,99.9
2014,8,4,7,111.7
2014,8,4,8,113.6
2014,8,4,9,110.6
2014,8,4,10,111.4
2014,8,4,11,109.7
2014,8,4,12,109.6
2014,8,4,13,111.6
2014,8,4,14,110.6
2014,8,4,15,106.7
2014,8,4,16,105.9
2014,8,4,17,104.3
2014,8,4,18,104.4
2014,8,4,19,114.3
2014,8,4,20,116.4
2014,8,4,21,114
2014,8,4,22,112.4
2014,8,4,23,112.7
2014,8,5,0,109.9
2014,8,5,1,105.9
2014,8,5,2,104.4
2014,8,5,3,104.3
2014,8,5,4,104.1
2014,8,5,5,101.9
2014,8,5,6,106.5
2014,8,5,7,121.6
2014,8,5,8,124
2014,8,5,9,116.6
2014,8,5,10,114.3
2014,8,5,11,109.6
2014,8,5,12,110.5
2014,8,5,13,110.9
2014,8,5,14,107.6
2014,8,5,15,108.5
2014,8,5,16,109.7
2014,8,5,17,108.1
2014,8,5,18,112.4
2014,8,5,19,118.3
2014,8,5,20,118.1
2014,8,5,21,114.3
2014,8,5,22,111.9
2014,8,5,23,110
2014,8,6,0,107.2
2014,8,6,1,104.9
2014,8,6,2,104.5
2014,8,6,3,104.7
2014,8,6,4,108.3
2014,8,6,5,107
2014,8,6,6,113.7
2014,8,6,7,127.7
2014,8,6,8,129.9
2014,8,6,9,124.4
2014,8,6,10,118.5
2014,8,6,11,114.7
2014,8,6,12,115
2014,8,6,13,113.9
2014,8,6,14,111.5
2014,8,6,15,112.3
2014,8,6,16,111.1
2014,8,6,17,109.7
2014,8,6,18,111.9
2014,8,6,19,113.5
2014,8,6,20,114.1
2014,8,6,21,111.3
2014,8,6,22,109.5
2014,8,6,23,108.3
2014,8,7,0,105.5
2014,8,7,1,101.7
2014,8,7,2,101.1
2014,8,7,3,102.1
2014,8,7,4,101.1
2014,8,7,5,100.9
2014,8,7,6,105.4
2014,8,7,7,116.6
2014,8,7,8,121.3
2014,8,7,9,116.4
2014,8,7,10,114.5
2014,8,7,11,112.1
2014,8,7,12,111.3
2014,8,7,13,112.3
2014,8,7,14,114.8
2014,8,7,15,112.5
2014,8,7,16,110.8
2014,8,7,17,111.3
2014,8,7,18,110.1
2014,8,7,19,114.9
2014,8,7,20,117.2
2014,8,7,21,110.9
2014,8,7,22,110.2
2014,8,7,23,111.6
2014,8,8,0,109.8
2014,8,8,1,109.1
2014,8,8,2,108.8
2014,8,8,3,107.3
2014,8,8,4,107.2
2014,8,8,5,109.6
2014,8,8,6,112.8
2014,8,8,7,126.4
2014,8,8,8,130.8
2014,8,8,9,126.2
2014,8,8,10,123.3
2014,8,8,11,123.4
2014,8,8,12,119.6
2014,8,8,13,116.9
2014,8,8,14,118
2014,8,8,15,114.2
2014,8,8,16,113.4
2014,8,8,17,112
2014,8,8,18,112.2
2014,8,8,19,116.1
2014,8,8,20,114.5
2014,8,8,21,109.8
2014,8,8,22,109.8
2014,8,8,23,107.4
2014,8,9,0,106.8
2014,8,9,1,106.7
2014,8,9,2,104.3
2014,8,9,3,103.8
2014,8,9,4,101.7
2014,8,9,5,102.1
2014,8,9,6,100.5
2014,8,9,7,99.8
2014,8,9,8,106.1
2014,8,9,9,113.3
2014,8,9,10,118.9
2014,8,9,11,120.9
2014,8,9,12,119.2
2014,8,9,13,119.2
2014,8,9,14,119.3
2014,8,9,15,116
2014,8,9,16,119.4
2014,8,9,17,114.8
2014,8,9,18,113.9
2014,8,9,19,117.5
2014,8,9,20,116.3
2014,8,9,21,114.2
2014,8,9,22,115
2014,8,9,23,112.2
2014,8,10,0,111.3
2014,8,10,1,111.1
2014,8,10,2,110.6
2014,8,10,3,109.1
2014,8,10,4,110.8
2014,8,10,5,109.2
2014,8,10,6,109.9
2014,8,10,7,110
2014,8,10,8,110.4
2014,8,10,9,117.8
2014,8,10,10,121.8
2014,8,10,11,122.1
2014,8,10,12,123.8
2014,8,10,13,121.3
2014,8,10,14,120.5
2014,8,10,15,118.1
2014,8,10,16,116.2
2014,8,10,17,115.7
2014,8,10,18,116.1
2014,8,10,19,123.6
2014,8,10,20,126.2
2014,8,10,21,121.3
2014,8,10,22,119
2014,8,10,23,115.4
2014,8,11,0,112.6
2014,8,11,1,107.6
2014,8,11,2,106.9
2014,8,11,3,104.4
2014,8,11,4,103.4
2014,8,11,5,103.2
2014,8,11,6,110.3
2014,8,11,7,131.5
2014,8,11,8,131.6
2014,8,11,9,121.9
2014,8,11,10,119.7
2014,8,11,11,116.4
2014,8,11,12,117.4
2014,8,11,13,119.6
2014,8,11,14,115.9
2014,8,11,15,121.2
2014,8,11,16,113.7
2014,8,11,17,113.4
2014,8,11,18,117.1
2014,8,11,19,124.8
2014,8,11,20,124.2
2014,8,11,21,121.6
2014,8,11,22,121.9
2014,8,11,23,117.8
2014,8,12,0,114.7
2014,8,12,1,110.8
2014,8,12,2,111.1
2014,8,12,3,113
2014,8,12,4,112.6
2014,8,12,5,114.1
2014,8,12,6,121.8
2014,8,12,7,145
2014,8,12,8,146.7
2014,8,12,9,134.1
2014,8,12,10,129.4
2014,8,12,11,126.5
2014,8,12,12,123.5
2014,8,12,13,122.9
2014,8,12,14,121.2
2014,8,12,15,118.7
2014,8,12,16,115.3
2014,8,12,17,117.6
2014,8,12,18,123.6
2014,8,12,19,133.2
2014,8,12,20,134.8
2014,8,12,21,129.4
2014,8,12,22,131.7
2014,8,12,23,128.4
2014,8,13,0,123.1
2014,8,13,1,120.1
2014,8,13,2,116.1
2014,8,13,3,116
2014,8,13,4,118.2
2014,8,13,5,120.2
2014,8,13,6,128.2
2014,8,13,7,153
2014,8,13,8,153
2014,8,13,9,142.3
2014,8,13,10,139.1
2014,8,13,11,136.5
2014,8,13,12,130.7
2014,8,13,13,129.4
2014,8,13,14,126.7
2014,8,13,15,123.7
2014,8,13,16,126.5
2014,8,13,17,131.4
2014,8,13,18,141.8
2014,8,13,19,145.7
2014,8,13,20,142.6
2014,8,13,21,136.9
2014,8,13,22,139.6
2014,8,13,23,135.4
2014,8,14,0,130
2014,8,14,1,126.3
2014,8,14,2,125.6
2014,8,14,3,127.4
2014,8,14,4,126.7
2014,8,14,5,129.4
2014,8,14,6,139.6
2014,8,14,7,162.5
2014,8,14,8,163.9
2014,8,14,9,146.2
2014,8,14,10,142.2
2014,8,14,11,137.5
2014,8,14,12,130.5
2014,8,14,13,134.5
2014,8,14,14,131.1
2014,8,14,15,126.1
2014,8,14,16,125.9
2014,8,14,17,123
2014,8,14,18,127.3
2014,8,14,19,135.2
2014,8,14,20,134.7
2014,8,14,21,135.6
2014,8,14,22,134.8
2014,8,14,23,133.5
2014,8,15,0,127
2014,8,15,1,124.1
2014,8,15,2,123.9
2014,8,15,3,124.4
2014,8,15,4,125.3
2014,8,15,5,127.1
2014,8,15,6,135.5
2014,8,15,7,159.9
2014,8,15,8,161
2014,8,15,9,145.6
2014,8,15,10,142.6
2014,8,15,11,134.4
2014,8,15,12,132.5
2014,8,15,13,130.8
2014,8,15,14,130.9
2014,8,15,15,130
2014,8,15,16,126.5
2014,8,15,17,125
2014,8,15,18,126.3
2014,8,15,19,131
2014,8,15,20,132.8
2014,8,15,21,128.6
2014,8,15,22,128.3
2014,8,15,23,127.3
2014,8,16,0,125.9
2014,8,16,1,124
2014,8,16,2,122.9
2014,8,16,3,124.1
2014,8,16,4,125.4
2014,8,16,5,128.9
2014,8,16,6,128.2
2014,8,16,7,132.7
2014,8,16,8,139.8
2014,8,16,9,145.7
2014,8,16,10,152.7
2014,8,16,11,153.5
2014,8,16,12,151.5
2014,8,16,13,147.4
2014,8,16,14,145
2014,8,16,15,138.2
2014,8,16,16,137.4
2014,8,16,17,138.3
2014,8,16,18,138.2
2014,8,16,19,145.2
2014,8,16,20,140.3
2014,8,16,21,141.8
2014,8,16,22,138.2
2014,8,16,23,135.8
2014,8,17,0,135.5
2014,8,17,1,132.6
2014,8,17,2,131
2014,8,17,3,129.9
2014,8,17,4,127.7
2014,8,17,5,131.1
2014,8,17,6,129.5
2014,8,17,7,133
2014,8,17,8,139.8
2014,8,17,9,146.6
2014,8,17,10,154
2014,8,17,11,153.7
2014,8,17,12,155.5
2014,8,17,13,154.8
2014,8,17,14,158.7
2014,8,17,15,157.8
2014,8,17,16,155.8
2014,8,17,17,153.4
2014,8,17,18,154.6
2014,8,17,19,166.1
2014,8,17,20,168.2
2014,8,17,21,163.2
2014,8,17,22,158.6
2014,8,17,23,158.5
2014,8,18,0,153.9
2014,8,18,1,150.1
2014,8,18,2,150
2014,8,18,3,150
2014,8,18,4,152.2
2014,8,18,5,155
2014,8,18,6,168.7
2014,8,18,7,199
2014,8,18,8,199.9
2014,8,18,9,178.8
2014,8,18,10,177.1
2014,8,18,11,169.7
2014,8,18,12,170.1
2014,8,18,13,159.5
2014,8,18,14,156.4
2014,8,18,15,150.2
2014,8,18,16,158.2
2014,8,18,17,150
2014,8,18,18,151.9
2014,8,18,19,157.5
2014,8,18,20,164.2
2014,8,18,21,164.4
2014,8,18,22,161.4
2014,8,18,23,158.5
2014,8,19,0,149.9
2014,8,19,1,149.8
2014,8,19,2,148.2
2014,8,19,3,148.6
2014,8,19,4,151.5
2014,8,19,5,155.6
2014,8,19,6,170.1
