Years,Months,Dates,Hours,NL_load_
2012,5,3,2,9247
2012,5,3,3,9532
2012,5,3,4,10433
2012,5,3,5,12084
2012,5,3,6,13719
2012,5,3,7,14507
2012,5,3,8,14818
2012,5,3,9,15000
2012,5,3,10,14850
2012,5,3,11,14834
2012,5,3,12,14682
2012,5,3,13,14485
2012,5,3,14,14346
2012,5,3,15,14304
2012,5,3,16,13732
2012,5,3,17,13447
2012,5,3,18,13190
2012,5,3,19,13020
2012,5,3,20,12209
2012,5,3,21,11325
2012,5,3,22,10321
2012,5,3,23,9635
2012,5,4,0,9307
2012,5,4,1,9206
2012,5,4,2,9206
2012,5,4,3,9478
2012,5,4,4,10259
2012,5,4,5,11849
2012,5,4,6,13457
2012,5,4,7,14340
2012,5,4,8,14680
2012,5,4,9,14759
2012,5,4,10,14678
2012,5,4,11,14637
2012,5,4,12,14495
2012,5,4,13,14236
2012,5,4,14,13998
2012,5,4,15,13910
2012,5,4,16,13202
2012,5,4,17,12610
2012,5,4,18,12159
2012,5,4,19,12404
2012,5,4,20,11854
2012,5,4,21,11125
2012,5,4,22,10136
2012,5,4,23,9418
2012,5,5,0,8950
2012,5,5,1,8768
2012,5,5,2,8685
2012,5,5,3,8701
2012,5,5,4,8806
2012,5,5,5,9599
2012,5,5,6,10740
2012,5,5,7,11845
2012,5,5,8,12393
2012,5,5,9,12570
2012,5,5,10,12489
2012,5,5,11,12261
2012,5,5,12,12019
2012,5,5,13,11821
2012,5,5,14,11831
2012,5,5,15,12070
2012,5,5,16,11960
2012,5,5,17,11794
2012,5,5,18,11618
2012,5,5,19,11585
2012,5,5,20,11200
2012,5,5,21,10479
2012,5,5,22,9663
2012,5,5,23,8996
2012,5,6,0,8582
2012,5,6,1,8416
2012,5,6,2,8371
2012,5,6,3,8341
2012,5,6,4,8210
2012,5,6,5,8581
2012,5,6,6,9358
2012,5,6,7,10186
2012,5,6,8,10774
2012,5,6,9,11071
2012,5,6,10,11257
2012,5,6,11,11161
2012,5,6,12,10979
2012,5,6,13,10747
2012,5,6,14,10750
2012,5,6,15,11322
2012,5,6,16,11542
2012,5,6,17,11441
2012,5,6,18,11305
2012,5,6,19,11534
2012,5,6,20,11281
2012,5,6,21,10343
2012,5,6,22,9461
2012,5,6,23,8859
2012,5,7,0,8729
2012,5,7,1,8711
2012,5,7,2,8805
2012,5,7,3,9191
2012,5,7,4,10072
2012,5,7,5,12206
2012,5,7,6,13793
2012,5,7,7,14391
2012,5,7,8,14556
2012,5,7,9,14626
2012,5,7,10,14494
2012,5,7,11,14524
2012,5,7,12,14479
2012,5,7,13,14349
2012,5,7,14,14228
2012,5,7,15,14067
2012,5,7,16,13335
2012,5,7,17,12911
2012,5,7,18,12474
2012,5,7,19,12676
2012,5,7,20,12182
2012,5,7,21,11181
2012,5,7,22,10102
2012,5,7,23,9447
2012,5,8,0,9094
2012,5,8,1,8987
2012,5,8,2,8986
2012,5,8,3,9306
2012,5,8,4,10274
2012,5,8,5,12309
2012,5,8,6,13792
2012,5,8,7,14578
2012,5,8,8,14780
2012,5,8,9,14867
2012,5,8,10,14699
2012,5,8,11,14740
2012,5,8,12,14700
2012,5,8,13,14425
2012,5,8,14,14399
2012,5,8,15,14335
2012,5,8,16,13590
2012,5,8,17,13276
2012,5,8,18,13046
2012,5,8,19,13014
2012,5,8,20,12237
2012,5,8,21,11309
2012,5,8,22,10281
2012,5,8,23,9620
2012,5,9,0,9291
2012,5,9,1,9101
2012,5,9,2,9115
2012,5,9,3,9421
2012,5,9,4,10409
2012,5,9,5,12425
2012,5,9,6,13958
2012,5,9,7,14720
2012,5,9,8,14885
2012,5,9,9,14994
2012,5,9,10,14885
2012,5,9,11,14900
2012,5,9,12,14856
2012,5,9,13,14669
2012,5,9,14,14536
2012,5,9,15,14451
2012,5,9,16,13539
2012,5,9,17,13067
2012,5,9,18,12598
2012,5,9,19,12725
2012,5,9,20,12221
2012,5,9,21,11336
2012,5,9,22,10252
2012,5,9,23,9592
2012,5,10,0,9273
2012,5,10,1,9103
2012,5,10,2,9120
2012,5,10,3,9398
2012,5,10,4,10382
2012,5,10,5,12423
2012,5,10,6,13987
2012,5,10,7,14741
2012,5,10,8,15055
2012,5,10,9,15300
2012,5,10,10,15229
2012,5,10,11,15183
2012,5,10,12,15122
2012,5,10,13,15027
2012,5,10,14,14960
2012,5,10,15,14762
2012,5,10,16,14056
2012,5,10,17,13787
2012,5,10,18,13531
2012,5,10,19,13332
2012,5,10,20,12571
2012,5,10,21,11634
2012,5,10,22,10588
2012,5,10,23,9838
2012,5,11,0,9431
2012,5,11,1,9311
2012,5,11,2,9266
2012,5,11,3,9518
2012,5,11,4,10391
2012,5,11,5,12388
2012,5,11,6,13926
2012,5,11,7,14696
2012,5,11,8,14961
2012,5,11,9,15028
2012,5,11,10,14745
2012,5,11,11,14627
2012,5,11,12,14441
2012,5,11,13,14145
2012,5,11,14,13896
2012,5,11,15,13837
2012,5,11,16,13246
2012,5,11,17,12762
2012,5,11,18,12284
2012,5,11,19,12091
2012,5,11,20,11842
2012,5,11,21,11182
2012,5,11,22,10178
2012,5,11,23,9459
2012,5,12,0,9048
2012,5,12,1,8808
2012,5,12,2,8746
2012,5,12,3,8638
2012,5,12,4,8830
2012,5,12,5,9676
2012,5,12,6,10847
2012,5,12,7,11889
2012,5,12,8,12297
2012,5,12,9,12366
2012,5,12,10,12270
2012,5,12,11,12009
2012,5,12,12,11704
2012,5,12,13,11447
2012,5,12,14,11433
2012,5,12,15,11578
2012,5,12,16,11522
2012,5,12,17,11304
2012,5,12,18,11032
2012,5,12,19,10995
2012,5,12,20,11088
2012,5,12,21,10436
2012,5,12,22,9655
2012,5,12,23,9036
2012,5,13,0,8677
2012,5,13,1,8478
2012,5,13,2,8391
2012,5,13,3,8292
2012,5,13,4,8210
2012,5,13,5,8628
2012,5,13,6,9439
2012,5,13,7,10211
2012,5,13,8,10658
2012,5,13,9,10787
2012,5,13,10,10816
2012,5,13,11,10763
2012,5,13,12,10549
2012,5,13,13,10350
2012,5,13,14,10371
2012,5,13,15,10870
2012,5,13,16,11122
2012,5,13,17,11072
2012,5,13,18,11031
2012,5,13,19,11123
2012,5,13,20,11268
2012,5,13,21,10331
2012,5,13,22,9493
2012,5,13,23,8975
2012,5,14,0,8754
2012,5,14,1,8685
2012,5,14,2,8773
2012,5,14,3,9033
2012,5,14,4,10108
2012,5,14,5,12109
2012,5,14,6,13514
2012,5,14,7,14171
2012,5,14,8,14371
2012,5,14,9,14494
2012,5,14,10,14377
2012,5,14,11,14512
2012,5,14,12,14410
2012,5,14,13,14124
2012,5,14,14,14060
2012,5,14,15,13957
2012,5,14,16,13233
2012,5,14,17,12885
2012,5,14,18,12328
2012,5,14,19,12303
2012,5,14,20,11973
2012,5,14,21,11089
2012,5,14,22,10034
2012,5,14,23,9368
2012,5,15,0,9083
2012,5,15,1,8937
2012,5,15,2,8959
2012,5,15,3,9209
2012,5,15,4,10155
2012,5,15,5,12191
2012,5,15,6,13675
2012,5,15,7,14394
2012,5,15,8,14614
2012,5,15,9,14754
2012,5,15,10,14663
2012,5,15,11,14720
2012,5,15,12,14689
2012,5,15,13,14572
2012,5,15,14,14425
2012,5,15,15,14324
2012,5,15,16,13549
2012,5,15,17,13108
2012,5,15,18,12651
2012,5,15,19,12586
2012,5,15,20,12223
2012,5,15,21,11235
2012,5,15,22,10184
2012,5,15,23,9498
2012,5,16,0,9187
2012,5,16,1,9026
2012,5,16,2,9081
2012,5,16,3,9256
2012,5,16,4,10324
2012,5,16,5,12330
2012,5,16,6,13855
2012,5,16,7,14509
2012,5,16,8,14713
2012,5,16,9,14826
2012,5,16,10,14605
2012,5,16,11,14576
2012,5,16,12,14440
2012,5,16,13,14229
2012,5,16,14,14054
2012,5,16,15,13904
2012,5,16,16,13154
2012,5,16,17,12621
2012,5,16,18,12062
2012,5,16,19,11950
2012,5,16,20,11836
2012,5,16,21,11070
2012,5,16,22,10015
2012,5,16,23,9274
2012,5,17,0,8904
2012,5,17,1,8718
2012,5,17,2,8584
2012,5,17,3,8482
2012,5,17,4,8581
2012,5,17,5,9155
2012,5,17,6,9964
2012,5,17,7,10714
2012,5,17,8,11145
2012,5,17,9,11316
2012,5,17,10,11318
2012,5,17,11,11115
2012,5,17,12,10903
2012,5,17,13,10733
2012,5,17,14,10818
2012,5,17,15,11269
2012,5,17,16,11310
2012,5,17,17,11096
2012,5,17,18,10877
2012,5,17,19,10951
2012,5,17,20,11025
2012,5,17,21,10330
2012,5,17,22,9494
2012,5,17,23,8926
2012,5,18,0,8684
2012,5,18,1,8595
2012,5,18,2,8595
2012,5,18,3,8681
2012,5,18,4,9247
2012,5,18,5,10290
2012,5,18,6,11537
2012,5,18,7,12537
2012,5,18,8,12859
2012,5,18,9,12969
2012,5,18,10,12955
2012,5,18,11,12749
2012,5,18,12,12770
2012,5,18,13,12676
2012,5,18,14,12868
2012,5,18,15,13154
2012,5,18,16,12774
2012,5,18,17,12399
2012,5,18,18,12004
2012,5,18,19,11773
2012,5,18,20,11438
2012,5,18,21,10871
2012,5,18,22,9991
2012,5,18,23,9237
2012,5,19,0,8862
2012,5,19,1,8641
2012,5,19,2,8526
2012,5,19,3,8466
2012,5,19,4,8647
2012,5,19,5,9381
2012,5,19,6,10417
2012,5,19,7,11448
2012,5,19,8,11913
2012,5,19,9,11998
2012,5,19,10,11944
2012,5,19,11,11717
2012,5,19,12,11493
2012,5,19,13,11284
2012,5,19,14,11248
2012,5,19,15,11385
2012,5,19,16,11309
2012,5,19,17,11102
2012,5,19,18,10833
2012,5,19,19,10811
2012,5,19,20,10955
2012,5,19,21,10400
2012,5,19,22,9614
2012,5,19,23,8952
2012,5,20,0,8568
2012,5,20,1,8408
2012,5,20,2,8265
2012,5,20,3,8161
2012,5,20,4,8044
2012,5,20,5,8403
2012,5,20,6,9181
2012,5,20,7,9988
2012,5,20,8,10542
2012,5,20,9,10868
2012,5,20,10,11031
2012,5,20,11,10949
2012,5,20,12,10745
2012,5,20,13,10539
2012,5,20,14,10603
2012,5,20,15,11182
2012,5,20,16,11442
2012,5,20,17,11390
2012,5,20,18,11250
2012,5,20,19,11238
2012,5,20,20,11257
2012,5,20,21,10413
2012,5,20,22,9589
2012,5,20,23,9000
2012,5,21,0,8781
2012,5,21,1,8702
2012,5,21,2,8766
2012,5,21,3,8928
2012,5,21,4,9997
2012,5,21,5,12039
2012,5,21,6,13600
2012,5,21,7,14322
2012,5,21,8,14594
2012,5,21,9,14816
2012,5,21,10,14762
2012,5,21,11,14847
2012,5,21,12,14790
2012,5,21,13,14684
2012,5,21,14,14609
2012,5,21,15,14460
2012,5,21,16,13656
2012,5,21,17,13117
2012,5,21,18,12633
2012,5,21,19,12379
2012,5,21,20,12317
2012,5,21,21,11503
2012,5,21,22,10444
2012,5,21,23,9780
2012,5,22,0,9518
2012,5,22,1,9382
2012,5,22,2,9406
2012,5,22,3,9526
2012,5,22,4,10476
2012,5,22,5,12346
2012,5,22,6,13924
2012,5,22,7,14756
2012,5,22,8,15084
2012,5,22,9,15296
2012,5,22,10,15127
2012,5,22,11,15300
2012,5,22,12,15243
2012,5,22,13,15103
2012,5,22,14,15052
2012,5,22,15,14807
2012,5,22,16,13898
2012,5,22,17,13442
2012,5,22,18,12905
2012,5,22,19,12607
2012,5,22,20,12539
2012,5,22,21,11756
2012,5,22,22,10694
2012,5,22,23,9979
2012,5,23,0,9614
2012,5,23,1,9475
2012,5,23,2,9455
2012,5,23,3,9510
2012,5,23,4,10462
2012,5,23,5,12415
2012,5,23,6,14026
2012,5,23,7,14830
2012,5,23,8,15123
2012,5,23,9,15351
2012,5,23,10,15367
2012,5,23,11,15437
2012,5,23,12,15440
2012,5,23,13,15316
2012,5,23,14,15228
2012,5,23,15,15007
2012,5,23,16,14138
2012,5,23,17,13670
2012,5,23,18,13098
2012,5,23,19,12727
2012,5,23,20,12551
2012,5,23,21,11756
2012,5,23,22,10684
2012,5,23,23,9979
2012,5,24,0,9661
2012,5,24,1,9560
2012,5,24,2,9566
2012,5,24,3,9625
2012,5,24,4,10580
2012,5,24,5,12535
2012,5,24,6,14103
2012,5,24,7,14973
2012,5,24,8,15342
2012,5,24,9,15558
2012,5,24,10,15474
2012,5,24,11,15575
2012,5,24,12,15550
2012,5,24,13,15455
2012,5,24,14,15293
2012,5,24,15,14956
2012,5,24,16,14267
2012,5,24,17,13762
2012,5,24,18,13204
2012,5,24,19,12713
2012,5,24,20,12693
2012,5,24,21,12009
2012,5,24,22,10867
2012,5,24,23,10104
2012,5,25,0,9663
2012,5,25,1,9472
2012,5,25,2,9493
2012,5,25,3,9547
2012,5,25,4,10452
2012,5,25,5,12365
2012,5,25,6,13879
2012,5,25,7,14733
2012,5,25,8,15063
2012,5,25,9,15229
2012,5,25,10,15037
2012,5,25,11,15116
2012,5,25,12,14906
2012,5,25,13,14635
2012,5,25,14,14363
2012,5,25,15,14163
2012,5,25,16,13446
2012,5,25,17,13003
2012,5,25,18,12405
2012,5,25,19,11918
2012,5,25,20,11952
2012,5,25,21,11520
2012,5,25,22,10564
2012,5,25,23,9835
2012,5,26,0,9331
2012,5,26,1,9124
2012,5,26,2,9021
2012,5,26,3,8762
2012,5,26,4,8977
2012,5,26,5,9801
2012,5,26,6,10904
2012,5,26,7,11904
2012,5,26,8,12307
2012,5,26,9,12384
2012,5,26,10,12227
2012,5,26,11,12095
2012,5,26,12,11894
2012,5,26,13,11733
2012,5,26,14,11664
2012,5,26,15,11669
2012,5,26,16,11630
2012,5,26,17,11393
2012,5,26,18,11116
2012,5,26,19,10819
2012,5,26,20,11078
2012,5,26,21,10561
2012,5,26,22,9852
2012,5,26,23,9214
2012,5,27,0,8810
2012,5,27,1,8603
2012,5,27,2,8451
2012,5,27,3,8115
2012,5,27,4,8101
2012,5,27,5,8486
2012,5,27,6,9258
2012,5,27,7,9963
2012,5,27,8,10422
2012,5,27,9,10645
2012,5,27,10,10666
2012,5,27,11,10539
2012,5,27,12,10354
2012,5,27,13,10193
2012,5,27,14,10260
2012,5,27,15,10723
2012,5,27,16,10912
2012,5,27,17,10792
2012,5,27,18,10646
2012,5,27,19,10508
2012,5,27,20,10835
2012,5,27,21,10399
2012,5,27,22,9674
2012,5,27,23,9044
2012,5,28,0,8740
2012,5,28,1,8577
2012,5,28,2,8515
2012,5,28,3,8273
2012,5,28,4,8372
2012,5,28,5,8917
2012,5,28,6,9772
2012,5,28,7,10647
2012,5,28,8,11171
2012,5,28,9,11325
2012,5,28,10,11352
2012,5,28,11,11180
2012,5,28,12,10981
2012,5,28,13,10758
2012,5,28,14,10937
2012,5,28,15,11294
2012,5,28,16,11365
2012,5,28,17,11214
2012,5,28,18,11037
2012,5,28,19,10886
2012,5,28,20,11145
2012,5,28,21,10557
2012,5,28,22,9721
2012,5,28,23,9207
2012,5,29,0,8957
2012,5,29,1,8877
2012,5,29,2,8892
2012,5,29,3,8972
2012,5,29,4,9998
2012,5,29,5,11922
2012,5,29,6,13511
2012,5,29,7,14444
2012,5,29,8,14819
2012,5,29,9,15014
2012,5,29,10,14862
2012,5,29,11,14864
2012,5,29,12,14825
2012,5,29,13,14721
2012,5,29,14,14539
2012,5,29,15,14318
2012,5,29,16,13440
2012,5,29,17,12950
2012,5,29,18,12476
2012,5,29,19,12084
2012,5,29,20,12061
2012,5,29,21,11400
2012,5,29,22,10338
2012,5,29,23,9598
2012,5,30,0,9268
2012,5,30,1,9139
2012,5,30,2,9120
2012,5,30,3,9171
2012,5,30,4,10191
2012,5,30,5,11993
2012,5,30,6,13535
2012,5,30,7,14282
2012,5,30,8,14575
2012,5,30,9,14774
2012,5,30,10,14689
2012,5,30,11,14865
2012,5,30,12,14817
2012,5,30,13,14674
2012,5,30,14,14536
2012,5,30,15,14342
2012,5,30,16,13481
2012,5,30,17,13071
2012,5,30,18,12520
2012,5,30,19,12169
2012,5,30,20,12260
2012,5,30,21,11562
2012,5,30,22,10526
2012,5,30,23,9815
2012,5,31,0,9485
2012,5,31,1,9327
2012,5,31,2,9358
2012,5,31,3,9468
2012,5,31,4,10430
2012,5,31,5,12243
2012,5,31,6,13736
2012,5,31,7,14497
2012,5,31,8,14846
2012,5,31,9,15020
2012,5,31,10,14943
2012,5,31,11,14981
2012,5,31,12,14909
2012,5,31,13,14782
2012,5,31,14,14628
2012,5,31,15,14469
2012,5,31,16,13867
2012,5,31,17,13611
2012,5,31,18,13127
2012,5,31,19,12534
2012,5,31,20,12208
2012,5,31,21,11515
2012,5,31,22,10457
2012,5,31,23,9749
2012,6,1,0,9391
2012,6,1,1,9277
2012,6,1,2,9299
2012,6,1,3,9351
2012,6,1,4,10263
2012,6,1,5,12120
2012,6,1,6,13661
2012,6,1,7,14409
2012,6,1,8,14656
2012,6,1,9,14769
2012,6,1,10,14605
2012,6,1,11,14621
2012,6,1,12,14441
2012,6,1,13,14171
2012,6,1,14,13921
2012,6,1,15,13788
2012,6,1,16,13127
2012,6,1,17,12645
2012,6,1,18,12074
2012,6,1,19,11529
2012,6,1,20,11597
2012,6,1,21,11172
2012,6,1,22,10217
2012,6,1,23,9481
2012,6,2,0,9071
2012,6,2,1,8850
2012,6,2,2,8700
2012,6,2,3,8456
2012,6,2,4,8729
2012,6,2,5,9500
2012,6,2,6,10545
2012,6,2,7,11552
2012,6,2,8,12058
2012,6,2,9,12122
2012,6,2,10,11995
2012,6,2,11,11740
2012,6,2,12,11505
2012,6,2,13,11322
2012,6,2,14,11273
2012,6,2,15,11377
2012,6,2,16,11367
2012,6,2,17,11124
2012,6,2,18,10783
2012,6,2,19,10489
2012,6,2,20,10774
2012,6,2,21,10318
2012,6,2,22,9587
2012,6,2,23,8930
2012,6,3,0,8590
2012,6,3,1,8411
2012,6,3,2,8294
2012,6,3,3,8087
2012,6,3,4,8102
2012,6,3,5,8504
2012,6,3,6,9291
2012,6,3,7,10137
2012,6,3,8,10742
2012,6,3,9,11130
2012,6,3,10,11404
2012,6,3,11,11356
2012,6,3,12,11159
2012,6,3,13,10988
2012,6,3,14,11024
2012,6,3,15,11476
2012,6,3,16,11659
2012,6,3,17,11578
2012,6,3,18,11361
2012,6,3,19,11090
2012,6,3,20,11099
2012,6,3,21,10318
2012,6,3,22,9532
2012,6,3,23,9038
2012,6,4,0,8806
2012,6,4,1,8792
2012,6,4,2,8840
2012,6,4,3,9028
2012,6,4,4,10076
2012,6,4,5,12087
2012,6,4,6,13691
2012,6,4,7,14473
2012,6,4,8,14781
2012,6,4,9,15101
2012,6,4,10,14995
2012,6,4,11,15070
2012,6,4,12,14941
2012,6,4,13,14810
2012,6,4,14,14611
2012,6,4,15,14352
2012,6,4,16,13532
2012,6,4,17,13112
2012,6,4,18,12544
2012,6,4,19,12114
2012,6,4,20,12044
2012,6,4,21,11362
2012,6,4,22,10338
2012,6,4,23,9603
2012,6,5,0,9283
2012,6,5,1,9147
2012,6,5,2,9217
2012,6,5,3,9273
2012,6,5,4,10277
2012,6,5,5,12128
2012,6,5,6,13634
2012,6,5,7,14307
2012,6,5,8,14457
2012,6,5,9,14589
2012,6,5,10,14433
2012,6,5,11,14483
2012,6,5,12,14346
2012,6,5,13,14186
2012,6,5,14,13895
2012,6,5,15,13824
2012,6,5,16,13178
2012,6,5,17,12718
2012,6,5,18,12220
2012,6,5,19,11856
2012,6,5,20,11844
2012,6,5,21,11237
2012,6,5,22,10185
2012,6,5,23,9462
2012,6,6,0,9182
2012,6,6,1,9049
2012,6,6,2,9021
2012,6,6,3,9151
2012,6,6,4,10219
2012,6,6,5,12203
2012,6,6,6,13821
2012,6,6,7,14653
2012,6,6,8,14926
2012,6,6,9,15140
2012,6,6,10,15024
2012,6,6,11,14996
2012,6,6,12,14870
2012,6,6,13,14699
2012,6,6,14,14503
2012,6,6,15,14308
2012,6,6,16,13438
2012,6,6,17,12991
2012,6,6,18,12440
2012,6,6,19,12157
2012,6,6,20,12079
2012,6,6,21,11474
2012,6,6,22,10350
2012,6,6,23,9667
2012,6,7,0,9328
2012,6,7,1,9184
2012,6,7,2,9161
2012,6,7,3,9198
2012,6,7,4,10200
2012,6,7,5,12159
2012,6,7,6,13643
2012,6,7,7,14386
2012,6,7,8,14567
2012,6,7,9,14752
2012,6,7,10,14606
2012,6,7,11,14725
2012,6,7,12,14681
2012,6,7,13,14594
2012,6,7,14,14600
2012,6,7,15,14401
2012,6,7,16,13782
2012,6,7,17,13458
2012,6,7,18,13031
2012,6,7,19,12406
2012,6,7,20,12153
2012,6,7,21,11508
2012,6,7,22,10491
2012,6,7,23,9790
2012,6,8,0,9433
2012,6,8,1,9271
2012,6,8,2,9227
2012,6,8,3,9238
2012,6,8,4,10278
2012,6,8,5,12119
2012,6,8,6,13641
2012,6,8,7,14469
2012,6,8,8,14752
2012,6,8,9,14878
2012,6,8,10,14834
2012,6,8,11,14722
2012,6,8,12,14652
2012,6,8,13,14378
2012,6,8,14,14192
2012,6,8,15,14079
2012,6,8,16,13317
2012,6,8,17,12729
2012,6,8,18,12083
2012,6,8,19,11454
2012,6,8,20,11485
2012,6,8,21,11205
2012,6,8,22,10241
2012,6,8,23,9456
2012,6,9,0,9035
2012,6,9,1,8832
2012,6,9,2,8721
2012,6,9,3,8430
2012,6,9,4,8698
2012,6,9,5,9569
2012,6,9,6,10723
2012,6,9,7,11745
2012,6,9,8,12253
2012,6,9,9,12461
2012,6,9,10,12404
2012,6,9,11,12212
2012,6,9,12,11944
2012,6,9,13,11773
2012,6,9,14,11782
2012,6,9,15,11828
2012,6,9,16,11249
2012,6,9,17,10789
2012,6,9,18,10730
2012,6,9,19,10560
2012,6,9,20,10744
2012,6,9,21,10346
2012,6,9,22,9587
2012,6,9,23,8892
2012,6,10,0,8558
2012,6,10,1,8423
2012,6,10,2,8239
2012,6,10,3,8021
2012,6,10,4,8038
2012,6,10,5,8403
2012,6,10,6,9133
2012,6,10,7,9935
2012,6,10,8,10538
2012,6,10,9,10833
2012,6,10,10,10974
2012,6,10,11,10883
2012,6,10,12,10661
2012,6,10,13,10494
2012,6,10,14,10517
2012,6,10,15,11080
2012,6,10,16,11321
2012,6,10,17,11197
2012,6,10,18,11047
2012,6,10,19,10783
2012,6,10,20,10953
2012,6,10,21,10351
2012,6,10,22,9502
2012,6,10,23,9023
2012,6,11,0,8809
2012,6,11,1,8736
2012,6,11,2,8773
2012,6,11,3,8890
2012,6,11,4,10004
2012,6,11,5,11896
2012,6,11,6,13429
2012,6,11,7,14187
2012,6,11,8,14439
2012,6,11,9,14603
2012,6,11,10,14535
2012,6,11,11,14685
2012,6,11,12,14741
2012,6,11,13,14597
2012,6,11,14,14452
2012,6,11,15,14411
2012,6,11,16,13766
2012,6,11,17,13265
2012,6,11,18,12605
2012,6,11,19,12214
2012,6,11,20,11943
2012,6,11,21,11265
2012,6,11,22,10263
2012,6,11,23,9590
2012,6,12,0,9286
2012,6,12,1,9137
2012,6,12,2,9153
2012,6,12,3,9236
2012,6,12,4,10278
2012,6,12,5,12180
2012,6,12,6,13636
2012,6,12,7,14370
2012,6,12,8,14601
2012,6,12,9,14749
2012,6,12,10,14557
2012,6,12,11,14596
2012,6,12,12,14478
2012,6,12,13,14345
2012,6,12,14,14235
2012,6,12,15,14048
2012,6,12,16,13219
2012,6,12,17,12872
2012,6,12,18,12369
2012,6,12,19,11999
2012,6,12,20,11863
2012,6,12,21,11249
2012,6,12,22,10196
2012,6,12,23,9496
2012,6,13,0,9131
2012,6,13,1,9034
2012,6,13,2,8972
2012,6,13,3,9056
2012,6,13,4,10131
2012,6,13,5,12112
2012,6,13,6,13480
2012,6,13,7,14166
2012,6,13,8,14362
2012,6,13,9,14464
2012,6,13,10,14447
2012,6,13,11,14605
2012,6,13,12,14474
2012,6,13,13,14251
2012,6,13,14,14067
2012,6,13,15,14002
2012,6,13,16,13210
2012,6,13,17,12588
2012,6,13,18,11839
2012,6,13,19,11195
2012,6,13,20,11277
2012,6,13,21,11202
2012,6,13,22,10233
2012,6,13,23,9463
2012,6,14,0,9065
2012,6,14,1,8998
2012,6,14,2,9015
2012,6,14,3,9051
2012,6,14,4,10095
2012,6,14,5,11982
2012,6,14,6,13493
2012,6,14,7,14207
2012,6,14,8,14423
2012,6,14,9,14593
2012,6,14,10,14473
2012,6,14,11,14496
2012,6,14,12,14435
2012,6,14,13,14258
2012,6,14,14,14116
2012,6,14,15,14008
2012,6,14,16,13456
2012,6,14,17,12925
2012,6,14,18,12372
2012,6,14,19,11844
2012,6,14,20,11782
2012,6,14,21,11238
2012,6,14,22,10225
2012,6,14,23,9530
2012,6,15,0,9199
2012,6,15,1,9077
2012,6,15,2,9054
2012,6,15,3,9136
2012,6,15,4,10168
2012,6,15,5,12061
2012,6,15,6,13681
2012,6,15,7,14578
2012,6,15,8,14791
2012,6,15,9,14959
2012,6,15,10,14845
2012,6,15,11,14824
2012,6,15,12,14621
2012,6,15,13,14296
2012,6,15,14,14181
2012,6,15,15,14028
2012,6,15,16,13422
2012,6,15,17,12963
2012,6,15,18,12390
2012,6,15,19,11849
2012,6,15,20,11680
2012,6,15,21,11198
2012,6,15,22,10235
2012,6,15,23,9482
2012,6,16,0,9004
2012,6,16,1,8754
2012,6,16,2,8684
2012,6,16,3,8488
2012,6,16,4,8718
2012,6,16,5,9498
2012,6,16,6,10659
2012,6,16,7,11762
2012,6,16,8,12219
2012,6,16,9,12175
2012,6,16,10,12046
2012,6,16,11,11920
2012,6,16,12,11718
2012,6,16,13,11557
2012,6,16,14,11522
2012,6,16,15,11557
2012,6,16,16,11379
2012,6,16,17,11088
2012,6,16,18,10788
2012,6,16,19,10410
2012,6,16,20,10611
2012,6,16,21,10333
2012,6,16,22,9608
2012,6,16,23,8881
2012,6,17,0,8521
2012,6,17,1,8325
2012,6,17,2,8220
2012,6,17,3,7939
2012,6,17,4,7952
2012,6,17,5,8340
2012,6,17,6,9121
2012,6,17,7,9935
2012,6,17,8,10431
2012,6,17,9,10678
2012,6,17,10,10792
2012,6,17,11,10706
2012,6,17,12,10556
2012,6,17,13,10363
2012,6,17,14,10396
2012,6,17,15,10897
2012,6,17,16,11072
2012,6,17,17,11015
2012,6,17,18,10866
2012,6,17,19,10433
2012,6,17,20,10709
2012,6,17,21,10487
2012,6,17,22,9614
2012,6,17,23,8959
2012,6,18,0,8690
2012,6,18,1,8662
2012,6,18,2,8664
2012,6,18,3,8729
2012,6,18,4,9814
2012,6,18,5,11955
2012,6,18,6,13729
2012,6,18,7,14448
2012,6,18,8,14663
2012,6,18,9,14847
2012,6,18,10,14676
2012,6,18,11,14834
2012,6,18,12,14731
2012,6,18,13,14587
2012,6,18,14,14374
2012,6,18,15,14186
2012,6,18,16,13366
2012,6,18,17,12812
2012,6,18,18,12226
2012,6,18,19,11717
2012,6,18,20,11638
2012,6,18,21,11170
2012,6,18,22,10108
2012,6,18,23,9437
2012,6,19,0,9117
2012,6,19,1,9006
2012,6,19,2,8977
2012,6,19,3,8990
2012,6,19,4,10051
2012,6,19,5,11894
2012,6,19,6,13366
2012,6,19,7,14178
2012,6,19,8,14419
2012,6,19,9,14570
2012,6,19,10,14468
2012,6,19,11,14570
2012,6,19,12,14506
2012,6,19,13,14360
2012,6,19,14,14238
2012,6,19,15,14060
2012,6,19,16,13256
2012,6,19,17,12768
2012,6,19,18,12338
2012,6,19,19,11872
2012,6,19,20,11844
2012,6,19,21,11343
2012,6,19,22,10295
2012,6,19,23,9607
2012,6,20,0,9298
2012,6,20,1,9137
2012,6,20,2,9133
2012,6,20,3,9189
2012,6,20,4,10168
2012,6,20,5,12112
2012,6,20,6,13605
2012,6,20,7,14377
2012,6,20,8,14633
2012,6,20,9,14782
2012,6,20,10,14645
2012,6,20,11,14723
2012,6,20,12,14677
2012,6,20,13,14540
2012,6,20,14,14400
